"Notes"	"Year"	"Year Code"	"State of Residence"	"State of Residence Code"	"Sex of Infant"	"Sex of Infant Code"	Births
	"2019"	"2019"	"West Virginia"	"54"	"Male"	"M"	9304
	"2019"	"2019"	"Wisconsin"	"55"	"Female"	"F"	30928
	"2019"	"2019"	"Wisconsin"	"55"	"Male"	"M"	32342
	"2019"	"2019"	"Wyoming"	"56"	"Female"	"F"	3183
	"2019"	"2019"	"Wyoming"	"56"	"Male"	"M"	3382
	"2020"	"2020"	"Alabama"	"01"	"Female"	"F"	28269
	"2020"	"2020"	"Alabama"	"01"	"Male"	"M"	29378
	"2020"	"2020"	"Alaska"	"02"	"Female"	"F"	4665
	"2020"	"2020"	"Alaska"	"02"	"Male"	"M"	4804
	"2020"	"2020"	"Arizona"	"04"	"Female"	"F"	37774
	"2020"	"2020"	"Arizona"	"04"	"Male"	"M"	39173
	"2020"	"2020"	"Arkansas"	"05"	"Female"	"F"	17211
	"2020"	"2020"	"Arkansas"	"05"	"Male"	"M"	18040
	"2020"	"2020"	"California"	"06"	"Female"	"F"	205481
	"2020"	"2020"	"California"	"06"	"Male"	"M"	214778
	"2020"	"2020"	"Colorado"	"08"	"Female"	"F"	29978
	"2020"	"2020"	"Colorado"	"08"	"Male"	"M"	31516
	"2020"	"2020"	"Connecticut"	"09"	"Female"	"F"	16365
	"2020"	"2020"	"Connecticut"	"09"	"Male"	"M"	17095
	"2020"	"2020"	"Delaware"	"10"	"Female"	"F"	5037
	"2020"	"2020"	"Delaware"	"10"	"Male"	"M"	5355
	"2020"	"2020"	"District of Columbia"	"11"	"Female"	"F"	4292
	"2020"	"2020"	"District of Columbia"	"11"	"Male"	"M"	4582
	"2020"	"2020"	"Florida"	"12"	"Female"	"F"	102292
	"2020"	"2020"	"Florida"	"12"	"Male"	"M"	107379
	"2020"	"2020"	"Georgia"	"13"	"Female"	"F"	59813
	"2020"	"2020"	"Georgia"	"13"	"Male"	"M"	62660
	"2020"	"2020"	"Hawaii"	"15"	"Female"	"F"	7669
	"2020"	"2020"	"Hawaii"	"15"	"Male"	"M"	8116
	"2020"	"2020"	"Idaho"	"16"	"Female"	"F"	10413
	"2020"	"2020"	"Idaho"	"16"	"Male"	"M"	11120
	"2020"	"2020"	"Illinois"	"17"	"Female"	"F"	65115
	"2020"	"2020"	"Illinois"	"17"	"Male"	"M"	68183
	"2020"	"2020"	"Indiana"	"18"	"Female"	"F"	38334
	"2020"	"2020"	"Indiana"	"18"	"Male"	"M"	40282
	"2020"	"2020"	"Iowa"	"19"	"Female"	"F"	17692
	"2020"	"2020"	"Iowa"	"19"	"Male"	"M"	18422
	"2020"	"2020"	"Kansas"	"20"	"Female"	"F"	16813
	"2020"	"2020"	"Kansas"	"20"	"Male"	"M"	17563
	"2020"	"2020"	"Kentucky"	"21"	"Female"	"F"	25373
	"2020"	"2020"	"Kentucky"	"21"	"Male"	"M"	26295
	"2020"	"2020"	"Louisiana"	"22"	"Female"	"F"	28024
	"2020"	"2020"	"Louisiana"	"22"	"Male"	"M"	29304
	"2020"	"2020"	"Maine"	"23"	"Female"	"F"	5697
	"2020"	"2020"	"Maine"	"23"	"Male"	"M"	5842
	"2020"	"2020"	"Maryland"	"24"	"Female"	"F"	33734
	"2020"	"2020"	"Maryland"	"24"	"Male"	"M"	34820
	"2020"	"2020"	"Massachusetts"	"25"	"Female"	"F"	32699
	"2020"	"2020"	"Massachusetts"	"25"	"Male"	"M"	33729
	"2020"	"2020"	"Michigan"	"26"	"Female"	"F"	50856
	"2020"	"2020"	"Michigan"	"26"	"Male"	"M"	53218
	"2020"	"2020"	"Minnesota"	"27"	"Female"	"F"	30782
	"2020"	"2020"	"Minnesota"	"27"	"Male"	"M"	32661
	"2020"	"2020"	"Mississippi"	"28"	"Female"	"F"	17455
	"2020"	"2020"	"Mississippi"	"28"	"Male"	"M"	18018
	"2020"	"2020"	"Missouri"	"29"	"Female"	"F"	33622
	"2020"	"2020"	"Missouri"	"29"	"Male"	"M"	35663
	"2020"	"2020"	"Montana"	"30"	"Female"	"F"	5240
	"2020"	"2020"	"Montana"	"30"	"Male"	"M"	5551
	"2020"	"2020"	"Nebraska"	"31"	"Female"	"F"	11939
	"2020"	"2020"	"Nebraska"	"31"	"Male"	"M"	12352
	"2020"	"2020"	"Nevada"	"32"	"Female"	"F"	16403
	"2020"	"2020"	"Nevada"	"32"	"Male"	"M"	17250
	"2020"	"2020"	"New Hampshire"	"33"	"Female"	"F"	5768
	"2020"	"2020"	"New Hampshire"	"33"	"Male"	"M"	6023
	"2020"	"2020"	"New Jersey"	"34"	"Female"	"F"	47826
	"2020"	"2020"	"New Jersey"	"34"	"Male"	"M"	50128
	"2020"	"2020"	"New Mexico"	"35"	"Female"	"F"	10560
	"2020"	"2020"	"New Mexico"	"35"	"Male"	"M"	11343
	"2020"	"2020"	"New York"	"36"	"Female"	"F"	102072
	"2020"	"2020"	"New York"	"36"	"Male"	"M"	107266
	"2020"	"2020"	"North Carolina"	"37"	"Female"	"F"	57058
	"2020"	"2020"	"North Carolina"	"37"	"Male"	"M"	59672
	"2020"	"2020"	"North Dakota"	"38"	"Female"	"F"	4991
	"2020"	"2020"	"North Dakota"	"38"	"Male"	"M"	5068
	"2020"	"2020"	"Ohio"	"39"	"Female"	"F"	62774
	"2020"	"2020"	"Ohio"	"39"	"Male"	"M"	66417
	"2020"	"2020"	"Oklahoma"	"40"	"Female"	"F"	23274
	"2020"	"2020"	"Oklahoma"	"40"	"Male"	"M"	24349
	"2020"	"2020"	"Oregon"	"41"	"Female"	"F"	19436
	"2020"	"2020"	"Oregon"	"41"	"Male"	"M"	20384
	"2020"	"2020"	"Pennsylvania"	"42"	"Female"	"F"	64059
	"2020"	"2020"	"Pennsylvania"	"42"	"Male"	"M"	66634
	"2020"	"2020"	"Rhode Island"	"44"	"Female"	"F"	5010
	"2020"	"2020"	"Rhode Island"	"44"	"Male"	"M"	5091
	"2020"	"2020"	"South Carolina"	"45"	"Female"	"F"	27323
	"2020"	"2020"	"South Carolina"	"45"	"Male"	"M"	28381
	"2020"	"2020"	"South Dakota"	"46"	"Female"	"F"	5376
	"2020"	"2020"	"South Dakota"	"46"	"Male"	"M"	5584
	"2020"	"2020"	"Tennessee"	"47"	"Female"	"F"	38670
	"2020"	"2020"	"Tennessee"	"47"	"Male"	"M"	40019
	"2020"	"2020"	"Texas"	"48"	"Female"	"F"	179717
	"2020"	"2020"	"Texas"	"48"	"Male"	"M"	188473
	"2020"	"2020"	"Utah"	"49"	"Female"	"F"	22036
	"2020"	"2020"	"Utah"	"49"	"Male"	"M"	23666
	"2020"	"2020"	"Vermont"	"50"	"Female"	"F"	2523
	"2020"	"2020"	"Vermont"	"50"	"Male"	"M"	2610
	"2020"	"2020"	"Virginia"	"51"	"Female"	"F"	46123
	"2020"	"2020"	"Virginia"	"51"	"Male"	"M"	48626
	"2020"	"2020"	"Washington"	"53"	"Female"	"F"	40710
	"2020"	"2020"	"Washington"	"53"	"Male"	"M"	42376
	"2020"	"2020"	"West Virginia"	"54"	"Female"	"F"	8532
	"2020"	"2020"	"West Virginia"	"54"	"Male"	"M"	8791
	"2020"	"2020"	"Wisconsin"	"55"	"Female"	"F"	29641
	"2020"	"2020"	"Wisconsin"	"55"	"Male"	"M"	30953
	"2020"	"2020"	"Wyoming"	"56"	"Female"	"F"	3039
	"2020"	"2020"	"Wyoming"	"56"	"Male"	"M"	3089
"---"
"Dataset: Natality, 2016-2020 expanded"
"Query Parameters:"
"Year: 2016; 2017; 2018; 2019; 2020"
"Group By: Year; State of Residence; Sex of Infant"
"Show Totals: False"
"Show Zero Values: False"
"Show Suppressed: False"
"Calculate Rates Per: 1,000"
"---"
"Help: See http://wonder.cdc.gov/wonder/help/Natality-expanded.html for more information."
"---"
"Query Date: Oct 25, 2022 2:22:00 PM"
"---"
"Suggested Citation: Centers for Disease Control and Prevention, National Center for Health Statistics. National Vital Statistics"
"System, Natality on CDC WONDER Online Database. Data are from the Natality Records 2016-2020, as compiled from data provided by"
"the 57 vital statistics jurisdictions through the Vital Statistics Cooperative Program. Accessed at"
"http://wonder.cdc.gov/natality-expanded-current.html on Oct 25, 2022 2:22:00 PM"
"---"
Caveats:
"1. Each birth record represents one liveborn infant."
